´úÂë,2.²úÆ·´úÂë1,2.²úÆ·´úÂë2,2.²úÆ·´úÂë3,2.²úÆ·´úÂë4,2.²úÆ·´úÂë5,5.¼ÆÁ¿µ¥Î»1,5.¼ÆÁ¿µ¥Î»2,5.¼ÆÁ¿µ¥Î»3,5.¼ÆÁ¿µ¥Î»4,5.¼ÆÁ¿µ¥Î»5,6.Êµ¼Ê²úÁ¿1,6.Êµ¼Ê²úÁ¿2,6.Êµ¼Ê²úÁ¿3,6.Êµ¼Ê²úÁ¿4,6.Êµ¼Ê²úÁ¿5,2.Ô­¸¨²ÄÁÏ´úÂë1,2.Ô­¸¨²ÄÁÏ´úÂë2,2.Ô­¸¨²ÄÁÏ´úÂë3,2.Ô­¸¨²ÄÁÏ´úÂë4,2.Ô­¸¨²ÄÁÏ´úÂë5,3.¼ÆÁ¿µ¥Î»1,3.¼ÆÁ¿µ¥Î»2,3.¼ÆÁ¿µ¥Î»3,3.¼ÆÁ¿µ¥Î»4,3.¼ÆÁ¿µ¥Î»5,4.Êµ¼ÊÊ¹ÓÃÁ¿1,4.Êµ¼ÊÊ¹ÓÃÁ¿2,4.Êµ¼ÊÊ¹ÓÃÁ¿3,4.Êµ¼ÊÊ¹ÓÃÁ¿4,4.Êµ¼ÊÊ¹ÓÃÁ¿5,6.Áò·Ý£¨Ô­Ãº£©,6.Áò·Ý£¨Ï´¾«Ãº£©,6.Áò·Ý£¨ÆäËûÏ´Ãº£©,6.Áò·Ý£¨ÐÍÃº£©,6.Áò·Ý£¨½¹Ì¿£©,6.Áò·Ý£¨½¹Â¯ÃºÆø£©,6.Áò·Ý£¨¸ßÂ¯ÃºÆø£©,6.Áò·Ý£¨ÌìÈ»Æø*£©,6.Áò·Ý£¨Òº»¯ÌìÈ»Æø*£©,6.Áò·Ý£¨Òº»¯Ê¯ÓÍÆø*£©,6.Áò·Ý£¨Á¶³§¸ÉÆø*£©,6.Áò·Ý£¨Ô­ÓÍ*£©,6.Áò·Ý£¨ÆûÓÍ*£©,6.Áò·Ý£¨ÃºÓÍ*£©,6.Áò·Ý£¨²ñÓÍ*£©,6.Áò·Ý£¨È¼ÁÏÓÍ*£©,6.Áò·Ý£¨ÆäËûÈ¼ÁÏ*£©,7.»Ò·Ý£¨Ô­Ãº£©,7.»Ò·Ý£¨Ï´¾«Ãº£©,7.»Ò·Ý£¨ÆäËûÏ´Ãº£©,7.»Ò·Ý£¨ÐÍÃº£©
520123000000G169754925400,3128503001,,,,,Á¢·½Ã×/Ç§¿Ë,,,,,1500000,,,,,313102,,,,,¶Ö,,,,,1500,,,,,2,,,,,,,,,,,,,,,,,8.63,,,
520123000000G170960104900,3111201099,,,,,¶Ö,,,,,37570,,,,,311101,61001,311105,,,¶Ö,¶Ö,¶Ö,,,28180,2785,11271,,,2,,,,,,,,,,,,,,,,,8.63,,,
520123000000G170960121700,3165312001,,,,,Ç§¿Ë,,,,,300000,,,,,101303,,,,,¶Ö,,,,,300,,,,,2,,,,,,,,,,,,,,,,,8.63,,,
520123000000G170960143600,3111201099,,,,,¶Ö,,,,,38000,,,,,61001,311101,311105,,,¶Ö,¶Ö,¶Ö,,,2520,32600,11400,,,2,,,,,,,,,,,,,,,,,8.63,,,
520123000000G170960155900,,,,,,¶Ö,,,,,24000,,,,,,,,,,¶Ö,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G170960162000,61021,,,,,¶Ö,,,,,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G172210442600,,2720219008,,,,¶Ö,Ö§¨MÇ§¿Ë,,,,140,200000,,,,,134004,271005,,,¶Ö,¶Ö,¶Ö,,,28,112,200,,,2,,,,,,,,,,,,,,,,,8.63,,,
520123000000G172211616000,316510,,,,,Ç§¿Ë,,,,,400000,,,,,101303,,,,,¶Ö,¶Ö,,,,600,240,,,,2,,,,,,,,,,,,,,,,,8.36,,,
520123000000G172211669700,,,,,,¶Ö,¶Ö,,,,50,34.11,,,,,,,,,¶Ö,¶Ö,,,,70,80,,,,2,,,,,,,,,,,,,,,,,8.63,,,
520123000000G172216771800,2740,,,,,¶Ö,,,,,577,,,,,274001,,,,,¶Ö,,,,,721.25,,,,,2,,,,,,,,,,,,,,,,,18,,,
520123000000G172216833100,3111201099,,,,,¶Ö,,,,,31399,,,,,311101,61001,311105,,,¶Ö,¶Ö,¶Ö,,,15699,5749,12559,,,2,,,,,,,,,,,,,,,,,8.63,,,
520123000000G172217893500,26633502,26633501,,,,¶Ö,¶Ö,,,,100,50,,,,,,,,,¶Ö,¶Ö,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G173095810600,316510,,,,,Ç§¿Ë,,,,,6500000,,,,,,101303,,,,¶Ö,¶Ö,,,,650,6500,,,,0.3,,,,,,,,,,,,,,,,,8.63,,,
520123000000G173096566400,,,,,,¼þ,¼þ,¼þ,¼þ,,8000,1100,1000,1500,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,100,10,25,16,15,,,,,,,,,,,,,,,,,,,,,
520123000000G174110195X00,101540,,,,,¶Ö,,,,,15000,,,,,101101,,,,,¶Ö,,,,,15600,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G174111194700,29254002,,,,,¶Ö,,,,,75,,,,,266519,,,,,¶Ö,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G174112502x00,3111201099,,,,,¶Ö,,,,,45000,,,,,311101,61001,311105,,,¶Ö,¶Ö,¶Ö,,,35000,5500,10500,,,2,,,,,,,,,,,,,,,,,8.63,,,
520123000000G174113645800,3131101105,,,,,Ç§¿é/Ç§¿Ë,,,,,3500,,,,,312303,,266646,,,¶Ö,¶Ö,¶Ö,,,2187.5,2187.5,4375,,,2,,,,,,,,,,,,,,,,,8.63,,,
520123000000G174114132900,31311011,,,,,Ç§¿é/Ç§¿Ë,,,,,3000,,,,,312303,311209,,,,¶Ö,¶Ö,,,,1000,200,,,,3,,,,,,,,,,,,,,,,,20,,,
520123000000G174570585700,3111201099,,,,,¶Ö,,,,,50000,,,,,61001,311101,311105,,,¶Ö,¶Ö,¶Ö,,,7142,38000,15000,,,2,,,,,,,,,,,,,,,,,8.63,,,
520123000000G174572121600,101540,,,,,¶Ö,,,,,35000,,,,,101101,,,,,¶Ö,,,,,35000,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G174572361700,316510,,,,,Ç§¿Ë,,,,,1200000,,,,,101303,266646,,,,¶Ö,¶Ö,,,,420,180,,,,2,,,,,,,,,,,,,,,,,8.63,,,
520123000000G175016022200,321011,,,,,¶Ö,,,,,4863.5,,,,,321001,321009,,,,¶Ö,¶Ö,,,,10015,5675,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G175016073200,,,,,,¶Ö,,,,,180,,,,,311209,101303,,,,¶Ö,¶Ö,,,,110,200,,,,0.3,,,,,,,,,,,,,,,,,8.63,,,
520123000000G175017286400,61021,,,,,¶Ö,,,,,7600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G175536212200,,,,,,¶Ö,,,,,1500,,,,,101303,311209,316903,,,¶Ö,¶Ö,¶Ö,,,300,200,700,,,0.4,,,,,,,,,,,,,,,,,8.63,,,
520123000000G175536660900,101540,,,,,¶Ö,,,,,30000,,,,,101103,,,,,¶Ö,,,,,30000,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G175538009900,2611580101,,,,,¶Ö,,,,,10000,,,,,324002,324006,,,,¶Ö,¶Ö,,,,6600,10000,,,,,,,,0.18,,,,,,,,,,,,,,,,
520123000000G175538056600,3111201099,,,,,¶Ö,,,,,48000,,,,,311101,61001,311105,,,¶Ö,¶Ö,¶Ö,,,28800,1750,14400,,,2,,,,,,,,,,,,,,,,,22,,,
520123000000G175538313400,,,,,,¶Ö,,,,,2184,,,,,324005,89007,,,,¶Ö,¶Ö,,,,1225,7644,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G176136029700,321011,,,,,¶Ö,,,,,10978,,,,,321009,321001,,,,¶Ö,¶Ö,,,,9040,21956,,,,,,,,0.35,,,,,,,,,,,,,,,,
520123000000G176138413300,321011,,,,,¶Ö,,,,,6000,,,,,321009,321001,,,,¶Ö,¶Ö,¶Ö,,,7500,14100,1000,,,,,,,,,,,,,,,,,,,,,,,
520123000000G176139306400,61021,,,,,¶Ö,,,,,30631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G176139977300,61021,,,,,¶Ö,,,,,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G176605349900,61021,,,,,¶Ö,,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G176605930500,61021,,,,,¶Ö,,,,,16250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G176606943100,31763001,,,,,Ç§¿Ë,,,,,600000,,,,,315201,,,,,¶Ö,¶Ö,,,,720,40,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G177056631500,3111201099,,,,,¶Ö,,,,,40000,,,,,61001,311105,311101,,,¶Ö,¶Ö,¶Ö,,,4000,4800,30000,,,2,,,,,,,,,,,,,,,,,8.63,,,
520123000000G177057756x00,3111201099,,,,,¶Ö,,,,,10844,,,,,91601,311101,61001,,,¶Ö,¶Ö,¶Ö,,,5422,5422,1626,,,2,,,,,,,,,,,,,,,,,18,,,
520123000000G177059685900,101540,,,,,¶Ö,,,,,24000,,,,,101101,,,,,¶Ö,,,,,26000,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G177530231100,316531,,,,,Ç§¿Ë,,,,,2347000,,,,,315201,61001,,,,¶Ö,¶Ö,,,,3000,586,,,,1.2,,,,,,,,,,,,,,,,,15,,,
520123000000G177530664600,,,,,,¶Ö,,,,,3600,,,,,101303,,101101,,,¶Ö,¶Ö,¶Ö,¶Ö,,1200,450,2200,250,,3,,,,,,,,,,,,,,,,,20,,,
520123000000G177532985600,101540,,,,,¶Ö,,,,,9000,,,,,101101,,,,,¶Ö,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G177534196x00,31763001,,,,,Ç§¿Ë,,,,,3070000,,,,,331601,61002,324003,,,¶Ö,¶Ö,¶Ö,,,3530,200,310,,,1,,,,,,,,,,,,,,,,,15,,,
520123000000G178546243100,44305101,,,,,¼ª½¹,,,,,1.59,,,,,443001,267111,,,,¶Ö,¶Ö,,,,600,20000,,,,1.5,,,,,,,,,,,,,,,,,18,,,
520123000000G179525340600,,,,,,¶Ö,,,,,6700,,,,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,6700,3000,3600,3200,3300,,,,,,,,,,,,,,,,,,,,,
520123000000G1C1286792300,101540,,,,,¶Ö,,,,,5000,,,,,101101,,,,,¶Ö,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G1J1286543400,101540,,,,,¶Ö,,,,,3600,,,,,101103,,,,,¶Ö,,,,,3700,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G1L1286099100,101540,,,,,¶Ö,,,,,20000,,,,,101101,,,,,¶Ö,,,,,25000,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G1L1286523100,,,,,,¶Ö,,,,,4800,,,,,,311209,,,,¶Ö,¶Ö,,,,7200,480,,,,0.3,,,,,,,,,,,,,,,,,8.63,,,
520123000000G1L1286527400,101540,,,,,¶Ö,,,,,5000,,,,,101101,,,,,¶Ö,,,,,6000,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G1L1287892100,101540,,,,,¶Ö,,,,,5000,,,,,101101,,,,,¶Ö,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G1L1289761200,101540,,,,,¶Ö,,,,,50000,,,,,101101,,,,,¶Ö,,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G1L2100290500,,,,,,Ã×,,,,,10000,,,,,312301,101101,,,,¶Ö,·½,¶Ö,,,150,1000,25,,,,,,,,,,,,,,,,,,,,,,,
520123000000G1L2100742300,101540,,,,,¶Ö,,,,,18000,,,,,101101,,,,,¶Ö,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G1L2100788800,,,,,,¶Ö,,,,,24000,,,,,101101,,,,,¶Ö,,,,,24800,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G1L2100809800,,,,,,¶Ö,,,,,5000,,,,,101303,311209,,,,¶Ö,¶Ö,,,,6500,400,,,,0.3,,,,,,,,,,,,,,,,,8.63,,,
520123000000G1L2101318800,101540,,,,,¶Ö,,,,,8000,,,,,101101,,,,,¶Ö,,,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G1L2101323500,101540,,,,,¶Ö,,,,,6500,,,,,101101,,,,,¶Ö,,,,,6500,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G1L2101380700,101540,,,,,¶Ö,,,,,3000,,,,,101101,,,,,¶Ö,,,,,4286,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G1L2102698200,,,,,,¶Ö,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G1L2104810200,,,,,,¶Ö,,,,,3000,,,,,311209,,,,,¶Ö,¶Ö,,,,100,4500,,,,0.3,,,,,,,,,,,,,,,,,8.63,,,
520123000000G1L2104813700,,,,,,¶Ö,,,,,7000,,,,,,311209,,,,¶Ö,¶Ö,,,,8000,400,,,,0.3,,,,,,,,,,,,,,,,,8.63,,,
520123000000G1L2104826800,,,,,,¶Ö,,,,,5100,,,,,,311209,,,,¶Ö,¶Ö,,,,7650,350,,,,0.3,,,,,,,,,,,,,,,,,8.63,,,
520123000000G1L2104851600,,,,,,¶Ö,,,,,3500,,,,,101303,311209,,,,¶Ö,¶Ö,,,,5250,300,,,,0.3,,,,,,,,,,,,,,,,,8.63,,,
520123000000G1L2826123X00,101540,,,,,¶Ö,,,,,20000,,,,,101101,,,,,¶Ö,,,,,22000,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G1x2236803300,,,,,,Íò¿é,,,,,700,,,,,312303,313102,,,,¶Ö,¶Ö,¶Ö,,,1000,3000,300,,,2,,,,,,,,,,,,,,,,,8.63,,,
520123000000G1X2236809200,,,,,,¶Ö,,,,,4800,,,,,311209,,,,,¶Ö,¶Ö,,,,480,4000,,,,0.5,,,,,,,,,,,,,,,,,8.63,,,
520123000000G1X2236813X00,,,,,,Íò¿é,,,,,1100,,,,,312303,,311209,,,¶Ö,¶Ö,¶Ö,,,10000,15000,550,,,2,,,,,,,,,,,,,,,,,8.63,,,
520123000000G1x2236843900,8020102,,,,,¶Ö,,,,,3000,,,,,,,,,,¶Ö,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,
520123000000G1X2236862300,90107,,,,,¶Ö,,,,,4000,,,,,,311209,,,,¶Ö,¶Ö,,,,4500,200,,,,0.3,,,,,,,,,,,,,,,,,8.63,,,
520123000000G1x2236891400,3111201099,,,,,¶Ö,,,,,44000,,,,,311101,61001,311105,,,¶Ö,¶Ö,¶Ö,,,30800,4620,5280,,,2,,,,,,,,,,,,,,,,,8.63,,,
520123100001G1520123G0105,3726,,,,,Á¾,,,,,120,,,,,,,,,,¶Ö,¼þ,,,,0.8,360,,,,,,,,,,,,,,,,,,,,,,,,
520123100001G174573871200,3726,,,,,Á¾,,,,,150,,,,,,,,,,¶Ö,¼þ,,,,1,450,,,,,,,,,,,,,,,,,,,,,,,,
520123100002G1L1288785200,3726,,,,,Á¾,,,,,100,,,,,,,,,,¼þ,¶Ö,,,,300,1,,,,,,,,,,,,,,,,,,,,,,,,
520123100003G121576130900,1351110102,,,,,¶Ö,,,,,180,,,,,135101,,,,,Í·,,,,,14400,,,,,3.5,,,,,,,,,,,,,,,,,20,,,
520123100003G1520123G0106,3726,,,,,Á¾,,,,,60,,,,,,,,,,¶Ö,¼þ,,,,1.6,180,,,,,,,,,,,,,,,,,,,,,,,,
520123100004G170960168x00,3726,,,,,Á¾,,,,,100,,,,,,,,,,¶Ö,¼þ,,,,1,300,,,,,,,,,,,,,,,,,,,,,,,,
520123100201G177531029000,,,,,,¶Ö,¶Ö,,,,280,2,,,,,,,,,¶Ö,¶Ö,¶Ö,,,185.09,122.82,62.43,,,3.52,,,,,,,,,,,,,,,,,19.53,,,
520123100203G175538313400,,,,,,¶Ö,,,,,10126,,,,,89007,311207,,,,¶Ö,¶Ö,,,,35441,5843,,,,,,,,0.3,,,,,,,,,,,,,,,,
520123100204G162220117300,,,,,,¶Ö,,,,,12492,,,,,315201,61001,,,,¶Ö,¶Ö,,,,16244,3848,,,,2.54,,,,,,,,,,,,,,,,,22.82,,,
520123100206G174570585700,3111201099,,,,,¶Ö,,,,,29100,,,,,311101,61001,311105,,,¶Ö,¶Ö,¶Ö,,,20370,2910,7275,,,2.68,,,,,,,,,,,,,,,,,21,,,
520123100207G170960116100,1461211101,137160,,,,¶Ö,¶Ö,,,,90,3.3,,,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,,7.2,54,36,3,,3,,,,,,,,,,,,,,,,,20,,,
520123100207G175016022200,321011,,,,,¶Ö,,,,,38145,,,,,321009,321001,,,,¶Ö,¶Ö,,,,49589,80105,,,,,,,,0.25,,,,,,,,,,,,,,,,
520123100207G1X2236891400,3111201099,,,,,¶Ö,,,,,40000,,,,,311101,61001,311105,,,¶Ö,¶Ö,¶Ö,,,28000,4000,12000,,,2.25,,,,,,,,,,,,,,,,,13,,,
520123100213G121576108500,3111201099,,,,,¶Ö,,,,,68604,,,,,311101,61001,311105,,,¶Ö,¶Ö,¶Ö,,,48023,9604,17151,,,3,,,,,,,,,,,,,,,,,20,,,
520123100213G1520123G0008,316510,,,,,Ç§¿Ë,,,,,1600000,,,,,101303,,,,,¶Ö,,,,,2080,,,,,2.6,,,,,,,,,,,,,,,,,20,,,
520123100213G1520123G0031,31472050,,,,,Ç§¿Ë,,,,,14000,,,,,,,,,,¶Ö,,,,,17.5,,,,,,,,,,,,,,,,,,,,,,,,,
520123100214G178546808300,32101101,,,,,¶Ö,,,,,15000,,,,,321001,321009,,,,¶Ö,¶Ö,,,,34000,18000,,,,,,,,0.2,,,,,,,,,,,,,,,,
520123100215G121462355300,316510,,,,,Ç§¿Ë,,,,,10000000,,,,,101303,,,,,¶Ö,,,,,13000,,,,,3,,,,,,,,,,,,,,,,,18,,,
520123100215G1520123G0007,316510,,,,,Ç§¿Ë,,,,,3000000,,,,,101303,,,,,¶Ö,,,,,3900,,,,,3,,,,,,,,,,,,,,,,,20,,,
520123100215G1520123G0009,316510,,,,,Ç§¿Ë,,,,,2800000,,,,,101303,,,,,¶Ö,,,,,4000,,,,,3,,,,,,,,,,,,,,,,,20,,,
520123100215G1520123G0014,316510,,,,,Ç§¿Ë,,,,,2000000,,,,,101303,,,,,¶Ö,,,,,2600,,,,,2,,,,,,,,,,,,,,,,,20,,,
520123100215G1520123G0015,316510,,,,,Ç§¿Ë,,,,,1200000,,,,,101303,,,,,¶Ö,,,,,1700,,,,,2,,,,,,,,,,,,,,,,,20,,,
520123100215G174570093300,321011,,,,,¶Ö,,,,,6000,,,,,321001,321009,,,,¶Ö,¶Ö,,,,13200,7800,,,,,,,,0.25,,,,,,,,,,,,,,,,
520123100215G176137605300,316510,,,,,Ç§¿Ë,,,,,1600000,,,,,101303,,,,,¶Ö,,,,,2286,,,,,2,,,,,,,,,,,,,,,,,18,,,
520123100215G176138413300,321011,,,,,¶Ö,,,,,8000,,,,,321001,321009,,,,¶Ö,¶Ö,,,,20000,9600,,,,,,,,0.25,,,,,,,,,,,,,,,,
520123100217G1520123G0011,316510,,,,,Ç§¿Ë,,,,,1000000,,,,,101303,,,,,¶Ö,,,,,1428,,,,,2,,,,,,,,,,,,,,,,,18,,,
520123100217G1520123G0013,316510,,,,,Ç§¿Ë,,,,,2250000,,,,,101303,,,,,¶Ö,,,,,2700,,,,,2,,,,,,,,,,,,,,,,,20,,,
520123100218G1520123G0011,316510,,,,,Ç§¿Ë,,,,,1000000,,,,,101303,,,,,¶Ö,,,,,1428,,,,,2,,,,,,,,,,,,,,,,,18,,,
520123100225G175536212200,3165312001,,,,,Ç§¿Ë,,,,,2000000,,,,,101303,,,,,¶Ö,,,,,2200,,,,,3,,,,,,,,,,,,,,,,,18,,,
520123100225G176606943100,31763001,,,,,Ç§¿Ë,,,,,600000,,,,,315201,311103,,,,¶Ö,¶Ö,,,,800,42,,,,2,,,,,,,,,,,,,,,,,14,,,
520123100226G121576069900,316510,,,,,Ç§¿Ë,,,,,6000000,,,,,101303,,,,,¶Ö,,,,,7800,,,,,3,,,,,,,,,,,,,,,,,20,,,
520123100226G1520123G0010,316510,,,,,Ç§¿Ë,,,,,3000000,,,,,101303,,,,,¶Ö,,,,,3900,,,,,3,,,,,,,,,,,,,,,,,20,,,
520123100226G177056531500,3111201099,,,,,¶Ö,,,,,32000,,,,,311101,61001,311105,,,¶Ö,¶Ö,¶Ö,,,22400,6400,6400,,,3.5,,,,,,,,,,,,,,,,,20,,,
520123100227G177531173600,3165312001,,,,,Ç§¿Ë,,,,,800000,,,,,315201,,,,,¶Ö,,,,,960,,,,,2.5,,,,,,,,,,,,,,,,,20,,,
520123100227G1L1286523100,316510,,,,,Ç§¿Ë,,,,,3000000,,,,,101303,,,,,¶Ö,,,,,3900,,,,,3,,,,,,,,,,,,,,,,,18,,,
520123100227G1L1287878800,316510,,,,,Ç§¿Ë,,,,,3000000,,,,,101303,,,,,¶Ö,,,,,3900,,,,,2.5,,,,,,,,,,,,,,,,,17,,,
520123100228G121576029300,316510,,,,,Ç§¿Ë,,,,,2000000,,,,,101303,,,,,¶Ö,,,,,2000,,,,,2,,,,,,,,,,,,,,,,,18,,,
520123100228G1520123G0005,316510,,,,,Ç§¿Ë,,,,,6000000,,,,,101303,,,,,¶Ö,,,,,6857,,,,,3,,,,,,,,,,,,,,,,,20,,,
520123100228G1520123G0006,316510,,,,,Ç§¿Ë,,,,,8000000,,,,,101303,,,,,¶Ö,,,,,10400,,,,,3,,,,,,,,,,,,,,,,,20,,,
520123100228G1520123G0012,316510,,,,,Ç§¿Ë,,,,,4000000,,,,,101303,,,,,¶Ö,,,,,5200,,,,,3,,,,,,,,,,,,,,,,,20,,,
520123100228G1520123G0107,316510,,,,,Ç§¿Ë,,,,,1000000,,,,,101303,,,,,¶Ö,,,,,1300,,,,,3,,,,,,,,,,,,,,,,,20,,,
520123100228G173095383100,316510,,,,,Ç§¿Ë,,,,,8000000,,,,,101303,,,,,¶Ö,,,,,10400,,,,,3,,,,,,,,,,,,,,,,,20,,,
520123100228G173663378300,316510,,,,,Ç§¿Ë,,,,,5600000,,,,,101303,,,,,¶Ö,,,,,7280,,,,,3,,,,,,,,,,,,,,,,,17,,,
520123100228G174572605X00,316510,,,,,Ç§¿Ë,,,,,3000000,,,,,101303,,,,,¶Ö,,,,,3900,,,,,3,,,,,,,,,,,,,,,,,20,,,
520123100228G177056480600,316510,,,,,Ç§¿Ë,,,,,12000000,,,,,101303,,,,,¶Ö,,,,,15600,,,,,3,,,,,,,,,,,,,,,,,20,,,
520123100228G1L1286864300,316510,,,,,Ç§¿Ë,,,,,5200000,,,,,101303,,,,,¶Ö,,,,,6760,,,,,2.6,,,,,,,,,,,,,,,,,20,,,
520123100228G1X2236801700,316510,,,,,Ç§¿Ë,,,,,5000000,,,,,101303,,,,,¶Ö,,,,,7500,,,,,3,,,,,,,,,,,,,,,,,12,,,
520123100228G1X2236809200,316510,,,,,Ç§¿Ë,,,,,3000000,,,,,101303,,,,,¶Ö,,,,,3900,,,,,3,,,,,,,,,,,,,,,,,20,,,
520123100228G1X2236819900,316510,,,,,Ç§¿Ë,,,,,300000,,,,,101303,,,,,¶Ö,,,,,450,,,,,3,,,,,,,,,,,,,,,,,18,,,
520123100229G179525340600,,,,,,¶Ö,,,,,12400,,,,,324007,324005,324001,,,¶Ö,¶Ö,¶Ö,¶Ö,,37200,7700,400,500,,,,,,0.3,,,,,,,,,,,,,,,,
520123100230G121576120200,3131101101,,,,,Ç§¿é/Ç§¿Ë,,,,,6000,,,,,313102,313101,312303,,,¶Ö,¶Ö,¶Ö,,,9000,6000,1000,,,3,,,,,,,,,,,,,,,,,20,,,
520123100230G166295535900,2710484007,,,,,¶Ö,,,,,7,,,,,,264310,,,,¶Ö,¶Ö,,,,693,7.9,,,,3,,,,,,,,,,,,,,,,,20,,,
520123100230G170960157500,3131101101,,,,,Ç§¿é/Ç§¿Ë,,,,,6000,,,,,313102,313101,312303,,,¶Ö,¶Ö,¶Ö,,,9000,5000,1000,,,3,,,,,,,,,,,,,,,,,20,,,
520123100230G176605606700,3165312001,,,,,Ç§¿Ë,,,,,1000000,,,,,315201,,,,,¶Ö,,,,,1100,,,,,2.5,,,,,,,,,,,,,,,,,20,,,
520123100231G121576002300,321011,,,,,¶Ö,,,,,5205,,,,,321001,321009,,,,¶Ö,¶Ö,,,,10410,2600,,,,,,,,0.25,,,,,,,,,,,,,,,,
520123100231G121576008200,3111201099,,,,,¶Ö,,,,,60000,,,,,311101,61001,311105,,,¶Ö,¶Ö,¶Ö,,,42000,6000,15000,,,2.37,,,,,,,,,,,,,,,,,13.34,,,
520123100231G121576125300,321011,,,,,¶Ö,,,,,8000,,,,,321001,321009,,,,¶Ö,¶Ö,,,,18000,9500,,,,,,,,0.2,,,,,,,,,,,,,,,,
520123100231G121576134100,3111201099,,,,,¶Ö,,,,,11346,,,,,311101,61001,311105,,,¶Ö,¶Ö,¶Ö,,,7943,1135,2835,,,3.5,,,,,,,,,,,,,,,,,26,,,
520123100231G121576199000,3131101101,,,,,Ç§¿é/Ç§¿Ë,,,,,10000,,,,,313102,313101,312303,,,¶Ö,¶Ö,¶Ö,,,15000,10000,3000,,,3,,,,,,,,,,,,,,,,,20,,,
520123100231G162220302100,,,,,,¶Ö,,,,,340,,,,,,324005,,,,¶Ö,¶Ö,,,,1812,86,,,,,,,,0.5,,,,,,,,,,,,,,,,
520123100231G170960164700,3131101101,,,,,Ç§¿é/Ç§¿Ë,,,,,850,,,,,313102,313101,312303,,,¶Ö,¶Ö,¶Ö,,,1593,956,300,,,3,,,,,,,,,,,,,,,,,20,,,
520123100231G1L1286432700,3131101101,,,,,Ç§¿é/Ç§¿Ë,,,,,1100,,,,,313102,313101,312303,,,¶Ö,¶Ö,¶Ö,,,1650,1100,200,,,3,,,,,,,,,,,,,,,,,20,,,
520123100231G1X2236824400,3131101101,,,,,Ç§¿é/Ç§¿Ë,,,,,6000,,,,,313102,313101,312303,,,¶Ö,¶Ö,¶Ö,,,7800,6200,1000,,,3,,,,,,,,,,,,,,,,,20,,,
520123100231G1X2236828700,3131101101,,,,,Ç§¿é/Ç§¿Ë,,,,,1100,,,,,313102,313101,312303,,,¶Ö,¶Ö,¶Ö,,,1650,1100,400,,,3,,,,,,,,,,,,,,,,,20,,,
520123100233G174113645800,3131101101,,,,,Ç§¿é/Ç§¿Ë,,,,,900,,,,,313102,313101,312303,,,¶Ö,¶Ö,¶Ö,,,1350,900,100,,,3,,,,,,,,,,,,,,,,,20,,,
520123100233G176136029700,321011,,,,,¶Ö,,,,,8000,,,,,321001,321009,,,,¶Ö,¶Ö,,,,17600,10400,,,,,,,,0.25,,,,,,,,,,,,,,,,
520123100234G170960101400,3131101101,,,,,Ç§¿é/Ç§¿Ë,,,,,2330,,,,,313102,313101,312303,,,¶Ö,¶Ö,¶Ö,,,3495,1800,500,,,3,,,,,,,,,,,,,,,,,20,,,
